Code;Description
NA.12;PRODUITS LIQUIDES ET SOLIDES ISOTOPIQUES NON RADIOACTIFS (HORS SOLVANTS)
NA.13;CHIMIE ET BIOLOGIE : PRODUITS RADIOACTIFS
NA.2;CHIMIE ET BIOLOGIE : PRODUITS CHIMIQUES ET BIOCHIMIQUES
NA.21;PRODUITS CHIMIQUES COURANTS (ACIDES, BASES, SELS...)
NA.22;PRODUITS CHIMIQUES POUR LA SYNTHESE ORGANIQUE
NA.23;METAUX PURS ET REACTIFS POUR LA SCIENCE DES MATERIAUX
NA.24;ETALONS DE CALIBRATION, STANDARDS ET PRODUITS DE REFERENCE
NA.25;PRODUITS BIOCHIMIQUES COURANTS (TAMPONS, BSA, etc.)
NA.26;BIOLOGIE : PEPTIDES ET ACIDES AMINES
NA.27;BIOLOGIE : PROTEINES RECOMBINANTES (A FACON)
NA.28;BIOLOGIE : PRODUITS CHIMIQUES A USAGE BIOCHIMIQUE OU BIOLOGIQUE
NA.3;BIOLOGIE : PRODUITS DE MARQUAGE ET DE DETECTION DES (BIO)MOLECULES
NA.31;REACTIFS ET KITS POUR LE MARQUAGE ET LA DETECTION DES ACIDES NUCLEIQUES
NA.32;REACTIFS ET KITS POUR LE MARQUAGE ET LA DETECTION DES PROTEINES
NA.4;BIOLOGIE : ANTICORPS ET REACTIFS D'IMMUNOHISTOLOGIE ET D'HISTOCHIMIE
NA.41;ANTICORPS PRIMAIRES NON COUPLES (HORS ANTICORPS CONTROLES ET ANTI-TAG)
NA.42;ANTICORPS PRIMAIRES NON COUPLES CONTROLES
NA.43;ANTICORPS PRIMAIRES NON COUPLES ANTI-TAG
NA.44;ANTICORPS PRIMAIRES COUPLES MARQUEURS DE CELLULES
NA.45;AUTRES ANTICORPS PRIMAIRES COUPLES
NA.46;ANTICORPS SECONDAIRES
NA.47;REACTIFS D'IMMUNOHISTOLOGIE ET D'HISTOCHIMIE
NA.5;BIOLOGIE : ISOLEMENT, PURIFICATION ET SYNTHESE DES BIOMOLECULES
NA.51;OLIGONUCLEOTIDES DE SYNTHESE ET ACIDES NUCLEIQUES
NA.52;KITS ET REACTIFS POUR L'ISOLEMENT ET LA PURIFICATION DES ACIDES NUCLEIQUES
NA.53;ENZYMES DE RESTRICTION
NA.54;ENZYMES DE MODIFICATION ET DE CLONAGE (Nucléases, Kinases, Phosphatases)
NA.55;ENZYMES ET KITS DE SYNTHESE DES ACIDES NUCLEIQUES (PCR…)
NA.56;KITS ET REACTIFS POUR L'ISOLEMENT ET LA PURIFICATION DES PROTEINES
NA.6;BIOLOGIE : AUTRES PRODUITS POUR LA BIOLOGIE
NA.61;AUTRES PRODUITS D'ORIGINE BIOLOGIQUE (SANG,…)
NA.62;BIOPUCES (MICROARRAYS)
NA.7;BIOLOGIE : PRODUITS POUR CULTURE CELLULAIRE ET MICROBIOLOGIE
NA.71;SERUMS ET AUTRES MILIEUX POUR CULTURE DE CELLULES ANIMALES
NA.72;MILIEUX POUR CULTURE DE CELLULES VEGETALES
NA.73;MILIEUX POUR CULTURE DE PETITS ORGANISMES VIVANTS
NA.74;MILIEUX DE BACTERIOLOGIE ET ADDITIFS
NA.75;AUTRES MILIEUX DE CULTURE ET ADDITIFS
NA.76;ANTIBIOTIQUES POUR CULTURE CELLULAIRE
NA.77;CYTOKINES, FACTEURS DE CROISSANCE ET INHIBITEURS
NA.78;ENZYMES POUR CULTURE CELLULAIRE
NA.79;AUTRES PRODUITS POUR CULTURE CELLULAIRE
NA.8;BIOLOGIE : PRODUITS POUR LA BIOLOGIE CELLULAIRE ET MICROBIOLOGIE
NA.81;CELLULES, VIRUS ET PETITS ORGANISMES HORS ANIMAUX
NA.82;KITS D'ISOLEMENT ET DE DETECTION DES CELLULES, VIRUS ET ORGANITES
NA.83;BIOLOGIE CELLULAIRE : PRODUITS ET REACTIFS BIOCHIMIQUES (DE DOSAGE…)
NA.84;BIOLOGIE CELLULAIRE : KITS DE DOSAGE, D'ESSAI FONCTIONNEL - KITS BIOCHIMIQUES
NA.85;MICROBIOLOGIE : REACTIFS ET KITS BIOCHIMIQUES
NB;CHIMIE ET BIOLOGIE : CONSOMMABLES ET MATERIEL COURANTS DE LABORATOIRE
NB.0;CHIMIE ET BIOLOGIE : PRELEVEMENT ET DISTRIBUTION DE LIQUIDES (MATERIEL ET CONSOMMABLES)
NB.01;MICROPIPETTES MONO-CANAL, MULTI-CANAUX ET ACCESSOIRES
NB.02;POINTES (CONES) POUR MICROPIPETTES MONO-CANAL ET MULTI-CANAUX
NB.03;SERINGUES EN PLASTIQUE ET AIGUILLES
NB.04;PIPETTES A USAGE UNIQUE
NB.05;PIPETTES REUTILISABLES
NB.1;CHIMIE ET BIOLOGIE : CONSOMMABLES EN PLASTIQUE ET VERRE ET ACCESSOIRES
NB.11;MICROTUBES, CRYOTUBES, TUBES A USAGE UNIQUE
NB.12;PORTOIRS ET BOITES DE STOCKAGE POUR MICROTUBES
NB.13;CULTURE CELLULAIRE EUCARYOTE : CONSOMMABLES EN PLASTIQUE SPECIFIQUES
NB.14;BACTERIOLOGIE : CONSOMMABLES EN PLASTIQUE SPECIFIQUES
NB.15;MICROPLAQUES (PCR, HTS, ELISA…) HORS CULTURE CELLULAIRE ET FILTRATION
NB.16;LAMES ET LAMELLES EN VERRE ET PLASTIQUE
NB.17;AUTRES CONSOMMABLES EN PLASTIQUE ET EN VERRE HORS CULTURE CELL. ET BACTERIO
NB.2;CHIMIE ET BIOLOGIE : CONSOMMABLES POUR LA SEPARATION ET LE TRANSFERT DES MOLECULES
NB.21;CONSOMMABLES DE CHROMATOGRAPHIE ET D'EXTRACTION NON DEDIES AUX INSTRUMENTS
NB.22;ELECTROPHORESE SUR GEL : CONSOMMABLES NON DEDIES AUX INSTRUMENTS
NB.23;MEMBRANES ET KITS POUR LE TRANSFERT D'ACIDES NUCLEIQUES ET DES PROTEINES (BLOT)
NB.24;CONSOMMABLES POUR FILTRATION ET DIALYSE
NB.3;CHIMIE ET BIOLOGIE : AUTRES CONSOMMABLES (HORS PLASTIQUES ET VERRES)
NB.31;FILMS AUTORADIOGRAPHIQUES ET PHOTOGRAPHIQUES ET REACTIFS
NB.32;HUILE A IMMERSION POUR MICROSCOPIE
NB.33;CONSOMMABLES LAMPES ET AMPOULES DIVERSES (HORS MICROSCOPIE ET SPECTRO)
NB.34;PRODUITS DE LAVAGE, DESINFECTION, STERILISATION
NB.35;AUTRES CONSOMMABLES DE LABO HORS PLASTIQUE ET VERRE
NB.4;CHIMIE ET BIOLOGIE : VERRERIE ET ASSIMILEE
NB.41;ROTORS RMN, TUBES RMN ET BOUCHONS ASSOCIES
NB.42;VERRERIE SOUFFLEE (A FACON)
NB.43;VAISSELLE DE LABORATOIRE REUTILISABLE EN VERRE, PLASTIQUE, PORCELAINE
NB.44;CUVETTES EN VERRE ET QUARTZ POUR SPECTROMETRES
NB.45;RECIPIENTS, CREUSETS EN MATERIAUX SPECIAUX (HORS CIBLES)
NB.5;CHIMIE ET BIOLOGIE : MATERIEL DE PAILLASSE NON ELECTRIQUE COURANT
NB.51;PETIT MATERIEL DE PAILLASSE NON ELECTRIQUE COURANT
NB.6;CHIMIE ET BIOLOGIE : MATERIEL D'ELECTROCHIMIE ET ACCESSOIRES
NB.61;ELECTROCHIMIE DE PAILLASSE : MATERIEL ET CONSOMMABLES
NB.62;ELECTROCHIMIE : POTENTIOSTATS / GALVANOSTATS ET ACCESSOIRES
NB.7;CHIMIE ET BIOLOGIE : MATERIEL DE PAILLASSE ELECTRIQUES COURANTS
NB.71;BALANCES, MATERIEL DE PESEE DE PAILLASSE ET ACCESSOIRES
NB.72;AGITATEURS MAGNETIQUES CHAUFFANTS OU NON
NB.73;AGITATEURS, MELANGEURS ET ACCESSOIRES
NB.74;BROYAGE, FRACTIONNEMENT, TAMISAGE : MATERIEL ET ACCESSOIRES
NB.75;POMPES (HORS VIDE VA.01) (POMPES OSMOTIQUES…)
NB.76;CHAUFFAGE : FOURS SIMPLES, BRULEURS, PLAQUES, CHAUFFE-BALLONS,…
NB.77;THERMOSTATISATION ET SECHAGE : ETUVES, ENCEINTES, BAINS, DESSICATEURS…
NB.78;MICROCENTRIFUGATION : MICROCENTRIFUGEUSES ET CYTOCENTRIFUGEUSES
NB.79;CHIMIE ET BIOLOGIE : AUTRE MATERIEL ELECTRIQUE DE PAILLASSE COURANT
NB.8;CHIMIE ET BIOLOGIE : GROS MATERIEL COURANT DE LABORATOIRE
NB.81;CENTRIFUGATION : CENTRIFUGEUSES ET ULTRACENTRIFUGEUSES
NB.82;CENTRIFUGATION : ACCESSOIRES (ROTORS, GODETS…)
NB.83;INCUBATION : INCUBATEURS, INCUBATEURS A CO2 ET ACCESSOIRES
NB.84;FROID : BANQUES DE SANG, CONGELATEURS, REFRIGERATEURS,…
NB.85;PURIFICATION DES SOLVANTS, ACIDES ET BASES : MATERIEL ET ACCESSOIRES
NB.86;LAVAGE : MATERIEL ET ACCESSOIRES
NB.87;STERILISATION ET DESINFECTION : STERILISATEURS ET ACCESSOIRES
NC;CHIMIE ET BIOLOGIE : INSTRUMENTS SPECIFIQUES ET CONSOMMABLES DEDIES
NC.0;CHIMIE ET BIOLOGIE : INSTRUMENTS POUR L'EXTRACTION/SEPARATION/PURIFICATION DES MOLECULES
NC.01;ELECTROPHORESE SUR GEL ET TRANSFERT : PETIT MATERIEL ET ACCESSOIRES DEDIES
NC.02;PURIFICATION DES BIOMOLECULES : AUTOMATES ET ACCESSOIRES DEDIES
NC.03;PURIFICATION DES BIOMOLECULES : CONSOMMABLES DEDIES AUX AUTOMATES
NC.04;EXTRACTION ET SEPARATION DES MOLECULES : EQUIPEMENT DE FLASH CHROMATOGRAPHIE
NC.05;EXTRACTION ET SEPARATION DES MOLECULES : CONSOMMABLES POUR FLASH CHROMATOGRAPHIE
NC.06;SEPARATION DES MOLECULES : AUTRES EQUIPEMENTS (SFC, CPC, EXTRACTEURS…)
NC.07;SEPARATION DES MOLECULES : CONSOMMABLES DEDIES AUX AUTRES EQUIPEMENTS
NC.1;BIOLOGIE MOLECULAIRE : MATERIEL DE DETECTION (SCANNERS, COMPTEURS, SEQUENCEURS…)
NC.11;BIOMOL : IMAGEURS POUR GELS ET MEMBRANES ET ACCESSOIRES
NC.12;BIOMOL : COMPTEURS DE RADIOACTIVITE (SIMPLE OU MULTI DETECTION)
NC.13;BIOMOL : SCANNERS (LECTEURS OPTIQUES) DE BIOPUCES
NC.14;BIOMOL : SCANNERS / IMAGEURS MULTIFONCTIONS (IN VITRO, IN VIVO, GELS,…)
NC.15;BIOMOL : AUTOMATES D'HYBRIDATION IN SITU ET ACCESSOIRES
NC.16;BIOMOL : SEQUENCEURS, ANALYSEURS GENETIQUES ET ACCESSOIRES
NC.17;BIOMOL : SEQUENCEURS HAUT DEBIT
NC.2;CHIMIE ET BIOLOGIE : EQUIPEMENTS POUR LA SYNTHESE DES MOLECULES
NC.21;BIOLOGIE MOLECULAIRE : THERMOCYCLEURS POUR PCR CONVENTIONELLE ET ACCESSOIRES
NC.22;BIOLOGIE MOLECULAIRE : THERMOCYCLEURS POUR PCR QUANTITATIVE ET ACCESSOIRES
NC.23;BIOLOGIE : AUTOMATES POUR LA SYNTHESE DES OLIGONUCLEOTIDES ET ACCESSOIRES
NC.24;BIOLOGIE : AUTOMATES POUR LA SYNTHESE DES PEPTIDES ET ACCESSOIRES
NC.25;CHIMIE : APPAREILS ET REACTEURS POUR LA CHIMIE ORGANIQUE
NC.3;CHIMIE ET BIOLOGIE : AUTRES AUTOMATES
NC.31;BIOLOGIE : STATION D'HYBRIDATION DE BIOPUCES (MICROARRAYS)
NC.32;CHIMIE ET BIOLOGIE : STATIONS DE PIPETAGE AUTOMATISEES
NC.33;CHIMIE ET BIOLOGIE : POINTES (CONES) POUR ROBOTS DE PIPETAGE
NC.34;CHIMIE ET BIOLOGIE : AUTOMATES DE SCREENING HAUT DEBIT
NC.35;CHIMIE ET BIOLOGIE : AUTOMATES D'ELECTROPHYSIOLOGIE
NC.4;CULTURE CELLULAIRE : INSTRUMENTS, ACCESSOIRES ET CONSOMMABLES DEDIES AUX INSTRUMENTS
NC.41;CULTURE CELLULAIRE : FERMENTEURS ET BIOREACTEURS
NC.5;BIOLOGIE CELLULAIRE : INSTRUMENTS, ACCESSOIRES ET CONSOMMABLES DEDIES AUX INSTRUMENTS
NC.51;MATERIEL DE MICROMANIPULATION DES CELLULES, ACCESSOIRES ET CONSOMMABLES DEDIES
NC.52;BIOLOGIE CELLULAIRE : MATERIEL DE DETECTION INTRACELLULAIRE
NC.53;DETECTION INTRACELLULAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS
NC.54;CYTOMETRIE EN FLUX ET TRI CELLULAIRE : MATERIEL ET ACCESSOIRES
NC.55;CYTOMETRIE EN FLUX ET TRI CELLULAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS
NC.56;COMPTAGE CELLULAIRE : MATERIEL ET ACCESSOIRES
NC.57;COMPTAGE CELLULAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS
NC.58;ELECTROPHYSIOLOGIE CONVENTIONNELLE (PATCH CLAMP) : MATERIEL ET ACCESSOIRES
NC.59;ELECTROPHYSIOLOGIE CONVENTIONNELLE : CONSOMMABLES DEDIES AUX INSTRUMENTS
NC.6;GENIE CHIMIQUE : EQUIPEMENTS ET ACCESSOIRES
NC.61;GENIE CHIMIQUE : REACTEURS
NC.62;GENIE CHIMIQUE : EQUIPEMENTS DE PURIFICATION
NC.63;GENIE CHIMIQUE : AUTRES EQUIPEMENTS
NC.64;GENIE CHIMIQUE : ACCESSOIRES ET CONSOMMABLES
NC.7;CHIMIE : EQUIPEMENTS D'ANALYSE CHIMIQUE (HORS CHROMATOGAPHIE ET SPECTROMETRIE)
NC.71;CHIMIE : APPAREILS D'ANALYSE ELEMENTAIRE (CHNS-O, AOX, TN, TS,... )
NC.72;CHIMIE : ANALYSEURS DE MERCURE
NC.73;CHIMIE : APPAREILS DE SPECIATION (DU MERCURE,…)
NC.74;CHIMIE : ANALYSEURS DES SELS NUTRITIFS (SILICATE, PHOSPHATE, NITRATE,...)
NC.75;CHIMIE : AUTRES INSTRUMENTS D'ANALYSE DE L'EAU
NC.76;CHIMIE : AUTRES INSTRUMENTS D'ANALYSE DE L'ENVIRONNEMENT
NC.8;CHIMIE : EQUIPEMENTS DE TESTS PHARMACEUTIQUES
NC.81;CHIMIE ET PHYSICO-CHIMIE : EQUIPEMENTS DE TESTS PHARMACEUTIQUES
ND;CHIMIE ET BIOLOGIE : REPARATION - MAINTENANCE - VERIFICATION DES EQUIPEMENTS
ND.0;MATERIEL COURANT DE PAILLASSE : MAINTENANCE - VERIFICATION - REPARATION
ND.01;MICROPIPETTES MONO ET MULTICANALES : MAINTENANCE - VERIFICATION - REPARATION
ND.02;VERRERIE SOUFFLEE : REPARATION
ND.03;BALANCES POUR LA CHIMIE ET BIOLOGIE : MAINTENANCE - REPARATION - VERIFICATION 
ND.04;CENTRIFUGEUSES : MAINTENANCE - REPARATION - VERIFICATION
ND.05;AUTRE MATERIEL DE PAILLASSE COURANT : MAINTENANCE - VERIFICATION - REPARATION
ND.1;GROS MATERIEL COURANT DE LABORATOIRE : MAINTENANCE - ETALONNAGE - REPARATION
ND.11;CHAMBRES ET AUTRES MACHINES THERMIQUES : MAINTENANCE - REPARATION
ND.12;INCUBATEURS ET INCUBATEURS A CO2 : MAINTENANCE - REPARATION
ND.13;STERILISATEURS : MAINTENANCE - REPARATION - CONTRÔLE
ND.14;AUTRE MATERIEL COURANT DE LABO : REPARATION – MAINTENANCE - CALIBRATION
ND.2;EQUIPEMENTS DE SEPARATION/PURIFICATION DES MOLECULES : MAINTENANCE - ETALONNAGE - REPARATION
ND.21;MATERIEL DE SEPARATION/PURIFICATION DES MOLECULES : MAINTENANCE - REPARATION
ND.3;EQUIPEMENTS DE DETECTION DES MOLECULES : MAINTENANCE - ETALONNAGE - REPARATION
ND.31;MATERIEL DE DETECTION POUR LA BIO. MOL. : MAINTENANCE REPARATION
ND.32;SEQUENCEURS ET ANALYSEURS GENETIQUES : MAINTENANCE - REPARATION
ND.4;EQUIPEMENTS POUR LA SYNTHESE DES BIOMOLECULES : MAINTENANCE - ETALONNAGE - REPARATION
ND.41;THERMOCYCLEURS ET AUTOMATES DE SYNTHESE : MAINTENANCE - REPARATION
ND.5;AUTRES EQUIPEMENTS POUR LA CHIMIE ET LA BIOLOGIE : MAINTENANCE - ETALONNAGE - REPARATION
ND.51;AUTRES ROBOTS ET AUTOMATES : MAINTENANCE - REPARATION
ND.52;CYTOMETRIE, COMPTAGE ET TRI CELLULAIRE : MAINTENANCE - REPARATION
ND.53;AUTRES EQUIPEMENTS DE BIOLOGIE CELLULAIRE : MAINTENANCE - REPARATION
ND.54;EQUIPEMENTS DE GENIE CHIMIQUE : REPARATION ET MAINTENANCE
ND.55;AUTRE MATERIEL SPECIFIQ. DE CHIMIE ET PHYSICO-CHIMIE : MAINTENANCE, REPARATION
NE;CHIMIE ET BIOLOGIE : SERVICES
NE.0;BIOLOGIE : SERVICES D'ANALYSE GENETIQUE
NE.01;BIOLOGIE : SERVICES DE SEQUENCAGE BAS DEBIT ET SERVICES CONNEXES
NE.02;BIOLOGIE : SERVICES DE SEQUENCAGE HAUT DEBIT ET SERVICES CONNEXES
NE.03;BIOLOGIE : SERVICES DE GENOTYPAGE ET SERVICES CONNEXES
NE.04;BIOLOGIE : AUTRES SERVICES D'ANALYSE GENETIQUE
NE.1;BIOLOGIE CELLULAIRE : SERVICES SPECIALISES
NE.11;BIOLOGIE CELLULAIRE : SERVICES DE CYTOMETRIE EN FLUX ET DE TRI CELLULAIRE
NE.12;BIOLOGIE CELLULAIRE : AUTRES SERVICES
NE.2;CHIMIE ET BIOLOGIE : AUTRES SERVICES (HORS ANALYSES EN MICROSCOPIE ET SPECTROMETRIE)
NE.21;BIOLOGIE ET CHIMIE : SERVICES D'ANALYSES PAR CHROMATOGRAPHIE (HPLC…)
NE.22;BIOLOGIE : AUTRES SERVICES D'ANALYSES BIOLOGIQUES ET BIOCHIMIQUES
NE.23;CHIMIE : AUTRES SERVICES D'ANALYSE CHIMIQUE
NE.24;GENIE CHIMIQUE : SERVICES D'ETUDES DE PROCEDES
NE.25;CHIMIE ET BIOLOGIE : AUTRES SERVICES
O;OPTO - LASERS - MATERIEL D'OPTIQUE
OA;OPTO : COMPOSANTS OPTIQUES - LASERS ET MATERIEL DE METROLOGIE OPTIQUE
OA.0;OPTO : COMPOSANTS OPTIQUES
OA.01;OPTO : LENTILLES ET SYSTEMES DE LENTILLES
OA.02;OPTO : MIROIRS
OA.03;OPTO : RESEAUX (DIFFRACTION, COMPRESSION,…)
OA.04;OPTO : LAMES, FENETRES ET CRISTAUX OPTIQUES
OA.05;OPTO : FILTRES OPTIQUES, POLARISATEURS, CUBES ET PRISMES
OA.06;OPTO : FIBRES OPTIQUES
OA.07;OPTO : AUTRES COMPOSANTS OPTIQUES PASSIFS
OA.08;OPTO : MASQUES ET MATERIEL CORONOGRAPHIQUE
OA.1;OPTO : CAMERAS, DETECTEURS ET AUTRES COMPOSANTS D'OPTIQUE ACTIFS
OA.11;OPTO : CAMERAS UV-VISIBLE
OA.12;OPTO : CAMERAS INFRA-ROUGE
OA.13;OPTO : CAMERAS A RAYONS X
OA.14;OPTO : OPTIQUE POUR CAMERAS
OA.15;OPTO : DETECTEURS ET AUTRE MATERIEL D'OPTOELECTRONIQUE (HORS CAMERAS)
OA.2;OPTO : MATERIEL DE MICROPOSITIONNEMENT ET D'OPTOMECANIQUE
OA.21;OPTO : MICROPOSITIONNEMENT ET OPTOMECANIQUE
OA.22;OPTO : BANCS, TABLES OPTIQUES, ET ACCESSOIRES
OA.3;OPTOELECTRONIQUE : EMETTEURS (LASERS, LAMPES FLASH…)
OA.31;OPTO : LASERS A GAZ
OA.32;OPTO : LASERS A SOLIDE
OA.33;OPTO : LASERS A SEMI-CONDUCTEURS (DIODES LASERS)
OA.34;OPTO : LASERS A VAPEUR METALLIQUE
OA.35;OPTO : LASERS A FIBRE
OA.36;OPTO : LASERS A COLORANTS ORGANIQUES (DYE LASERS)
OA.37;OPTO : AUTRES TYPES DE LASERS (CHIMIQUES,…)
OA.38;OPTO : LAMPES ET AUTRES SOURCES LUMINEUSES (LAMPES FLASH OU CONTINUE...)
OA.39;OPTO : ACCESSOIRES ET CONSOMMABLES (COLORANTS,…) POUR LASERS
OA.4;OPTO : OUTILLAGE ET INSTRUMENTS OPTIQUES
OA.41;OPTO : OUTILLAGE POUR L'OPTIQUE
OA.42;OPTO : INSTRUMENTS DE METROLOGIE DES FAISCEAUX LASERS
OA.43;OPTO : PYROMETRES OPTIQUES
OA.44;OPTO : AUTRES INSTRUMENTS DE METROLOGIE OPTIQUE (REFLECTOMETRES,…)
OA.45;OPTO : TELESCOPES, LUNETTES ASTRONOMIQUES, JUMELLES ET ACCESSOIRES
OA.5;OPTO : SYSTEMES OPTIQUES ET OPTO-ELECTRONIQUES
OA.51;SYSTEMES OPTIQUES OU OPTO ELECTRONIQUES COMPLEXES
OB;OPTO : REPARATION - VERIFICATION - MAINTENANCE
OB.1;OPTO : REPARATION ET MAINTENANCE DES EQUIPEMENTS D'OPTIQUE
OB.11;OPTO : REPARATION VERIFICATION MAINTENANCE DES LASERS
OB.12;OPTO : REPARATION VERIFICATION MAINTENANCE DES CAMERAS
OB.13;OPTO : REPARATION VERIFICATION MAINTENANCE DES AUTRES EQUIPEMENTS D'OPTIQUE
OC;OPTO : SERVICES SPECIALISES
OC.0;OPTO : SERVICES SPECIALISES
OC.01;OPTO : SERVICES D'USINAGE DES COMPOSANTS OPTIQUES (POLISSAGE,...)
OC.02;OPTO : SERVICES DE TRAITEMENT DE SURFACE DES COMPOSANTS OPTIQUES
OC.03;OPTO : SERVICES DE CONTROLE DES COMPOSANTS OPTIQUES
OC.04;OPTO : SERVICES D'ETUDES ET CONCEPTION EN OPTIQUE
OC.05;OPTO : SERVICES DE TESTS EN OPTIQUE
P;PHYSIQUE - PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE
PA;RAYONNEMENTS NUCLEAIRES ET CORPUSCULAIRES
PA.0;RADIOACTIVITE : SOURCES ET MESURES
PA.01;RADIOACTIVITE : SOURCES RADIOACTIVES
PA.02;RADIOACTIVITE : INSTRUMENTS DE MESURE (HORS DETECTION EN BIOLOGIE)
PA.1;PRODUCTION DE PARTICULES : EQUIPEMENTS ET ACCESSOIRES
PA.11;PRODUCTION DE PARTICULES : CANONS A ELECTRONS ET CANONS A IONS
PA.12;PRODUCTION DE PARTICULES : ACCESSOIRES ET PIECES DETACHEES DE CANONS
PA.2;ACCELERATION ET CONVERGENCE DES PARTICULES : EQUIPEMENTS ET ACCESSOIRES
PA.21;MATERIEL POUR L'ACCELERATION DES PARTICULES
PA.22;MATERIEL POUR LA CONVERGENCE DES FAISCEAUX DE PARTICULES
PA.23;MATERIEL DE MESURES DE L'ACCELERATION DES PARTICULES
PB;PHYSIQUE : AUTRES MATERIELS DE MESURES PHYSIQUES ET INDUSTRIELS
PB.0;PHYSIQUE : APPAREILS DE CARACTERISATION DES MATERIAUX ET DES PARTICULES
PB.01;INSTRUMENTS DE CALORIMETRIE, ANALYSE THERMIQUE ET THERMOMECANIQUE
PB.02;INSTRUMENTS DE METROLOGIE MECANIQUE DU SOLIDE (RHEOLOGIE,…) ET ACCESSOIRES
PB.03;INSTRUMENTS DE CARACTERISATION MECANIQUE DES SURFACES ET ACCESSOIRES
PB.04;GRANULOMETRES LASERS ET ACCESSOIRES
PB.05;ZETAMETRES ET ACCESSOIRES
PB.06;AUTRES APPAREILS D'ANALYSE DES PARTICULES SOLIDES ET ACCESSOIRES
PB.07;AUTRES INSTRUMENTS POUR LA CARACTERISATION DES SOLIDES  ET ACCESSOIRES
PB.1;PHYSIQUE : APPAREILS DE MESURES PHYSIQUES COURANTES
PB.11;APPAREILS DE MESURE / CAPTEURS DE PRESSION
PB.12;APPAREILS DE MESURE / CAPTEURS DE TEMPERATURE (HORS CRYOGENIE)
PB.13;APPAREILS DE MESURE / CAPTEURS DE VITESSE / DEBIT
PB.2;PHYSIQUE : SYSTEMES ET INSTRUMENTATION MAGNETIQUE
PB.21;SYSTEMES MAGNETIQUES (AIMANTS PERMANENTS,…)
PB.22;INSTRUMENTATION MAGNETIQUE
PB.23;SYSTEMES CRYOMAGNETIQUES (HORS RMN)
PB.24;SYSTEMES DE MESURES CRYOGENIQUES
PB.25;MATERIAUX SUPRACONDUCTEURS
PB.3;MESURES PHYSIQUES : AUTRES APPAREILS DE MESURES PHYSIQUES SPECIFIQUES
PB.31;SYSTEMES DE MESURE A SONDE DE LANGMUIR
PB.32;BALANCES SPECIFIQUES (BALANCES D'ADSORPTION,…)
PB.33;APPAREILS DE MESURE DE LA CHARGE ELECTRIQUE (ELECTROMETRES,…)
PB.34;APPAREILS DE MESURES ACOUSTIQUES
PB.35;APPAREILS DE MESURES PHYSIQUES MULTIPLES
PB.36;APPAREILS POUR AUTRES MESURES PHYSIQUES
PB.4;PHYSIQUE : AUTRES APPAREILS SPECIAUX
PB.41;PHYSICO-CHIMIE : FOURS SPECIAUX HORS TECHNIQUES SOUS VIDE
PB.42;MATERIEL DE CRISTALLOGENESE
PB.43;TREMPE SUR ROUE (MELT SPINNER)
PB.44;PHYSIQUE : AUTRES APPAREILS SPECIAUX
PB.5;PHYSIQUE : MATERIELS INDUSTRIELS
PB.51;GROUPES FRIGORIFIQUES
PC;PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE ET AUTRES MESURES PHYSIQUES : REPARATION ET MAINTENANCE DES EQUIPEMENTS
PC.0;PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE : REPARATION ET MAINTENANCE DES EQUIPEMENTS
PC.01;REPARATION ET MAINTENANCE DES EQUIPEMENTS DE MESURE DE LA RADIOACTIVITE
PC.02;PRODUCTION ET ACCELERATION DES PARTICULES : REPARATION ET MAINTENANCE
PC.1;PHYSIQUE : REPARATION ET MAINTENANCE DES APPAREILS DE CARACTERISATION DES MATERIAUX
PC.11;REPARATION ET MAINTENANCE DES APPAREILS DE CARACTERISATION DES MATERIAUX
PC.2;PHYSIQUE : REPARATION ET MAINTENANCE DES AUTRES APPAREILS POUR LA PHYSIQUE
PC.21;REPARATION ET MAINTENANCE DES APPAREILS DE MESURES PHYSIQUES COURANTS
PC.22;REPARATION ET MAINTENANCE DES AUTRES APPAREILS DE MESURES PHYSIQUES
PC.23;PHYSIQUE : REPARATION ET MAINTENANCE DES AUTRES APPAREILS SPECIAUX
PC.3;PHYSIQUE : MAINTENANCE DES MATERIELS INDUSTRIELS
PC.31;MAINTENANCE DES GROUPES FRIGORIFIQUES
PD;PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE ET AUTRES MESURES PHYSIQUES : SERVICES SPECIFIQUES (HORS MICROSCOPIE ET SPECTROMETRIE)
PD.0;PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE : SERVICES
PD.01;MESURE DE LA RADIOACTIVITE : SERVICES DE DATATION (AU CARBONE 14…)
PD.02;PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE : AUTRES SERVICES
PD.1;PHYSIQUE : AUTRES SERVICES
PD.11;MESURES PHYSIQUES : SERVICES DE CARACTERISATION DES MATERIAUX
Q;EXPERIMENTATION VEGETALE
QA;EXPERIMENTATION VEGETALE : VEGETAUX ET PRODUITS POUR LEUR CULTURE ET CONSERVATION
QA.0;EXPERIMENTATION VEGETALE : VEGETAUX, CHAMPIGNONS ET SEMENCES
QA.01;EXPERIMENTATION VEGETALE : PLANTES ET PLANTS
